Amount,Term,Income,Interest,PMT,FICO,Approval
454041,408,60286,8.43,3384.188171,740,0
494195,409,89638,3.73,2136.524654,621,0
144124,410,46828,6.6,886.1965847,820,1
329777,411,61918,6.7,2049.09893,678,0
111170,412,51031,8.79,856.6784498,669,0
337995,413,44289,7.67,2327.916315,833,0
243691,414,43730,5.19,1266.043421,736,1
223524,415,102160,8.17,1618.708553,670,0
335807,416,113390,6.5,2033.917735,793,1
104259,417,101249,6.72,646.8709642,787,1
310709,418,41636,3.44,1276.501915,798,1
438591,419,77931,6.41,2624.381944,775,1
190824,420,100422,7.63,1304.37483,702,1
264241,421,100170,5.85,1479.082288,617,0
291845,422,93392,4.19,1322.919647,640,0
315902,423,118612,4.17,1426.642473,770,1
427595,424,66771,7.15,2770.963694,705,1
368133,425,43090,3.93,1605.747271,822,1
481474,426,107895,8.55,3605.675669,820,1
342545,427,88587,8.8,2628.05485,797,1
201862,428,45817,8.4,1488.204824,793,1
221059,429,75709,8.9,1711.405454,583,0
224938,430,81340,4.01,986.7377771,751,1
363010,431,96303,4.99,1812.594138,588,0
190690,432,64238,6.65,1163.64322,618,0
440824,433,89825,4.76,2132.736002,770,1
285724,434,59672,6.02,1617.764124,809,1
438405,435,46744,6.69,2683.075742,622,0
341955,436,48226,9.1,2693.100609,597,0
301636,437,91264,7.83,2090.022051,585,0
147867,438,90186,4.13,654.1649118,650,0
485844,439,107748,5.39,2536.957035,806,1
298043,440,101768,4.39,1363.850528,675,0
110046,441,71463,7.66,747.6481925,700,1
301343,442,50991,5.75,1642.500148,640,0
283669,443,50103,5.04,1411.935199,786,1
248472,444,85314,8.99,1931.734225,666,0
339255,445,96674,7.79,2333.38577,616,0
314211,446,83163,7.06,1994.34338,718,1
150542,447,114042,5.14,756.8304419,812,1
252933,448,75375,7.21,1631.130524,837,1
363490,449,96114,7,2288.370838,804,1
384810,450,119108,5.24,1955.601002,652,0
453766,451,56518,5.33,2331.389283,800,1
494725,452,61298,6.65,2987.326724,785,0
288657,453,60576,5.37,1488.701265,587,0
249341,454,80790,3.41,978.3042701,802,1
424931,455,116723,3.43,1670.441109,724,1
478017,456,44140,5.77,2588.986166,748,0
231220,457,97467,3.75,951.106229,749,1
219877,458,111533,3.87,919.5442034,667,0
220929,459,54438,7.19,1414.914777,617,0
451581,460,47590,8.67,3386.129543,806,0
172780,461,68899,7.53,1148.420362,655,0
473298,462,63477,3.37,1830.131051,715,1
183946,463,49219,8.91,1411.746948,615,0
419583,464,45462,6.54,2486.395208,656,0
251591,465,104812,6.18,1426.594592,719,1
493592,466,103906,7.62,3307.465202,611,0
222099,467,99811,4.82,1054.254288,634,0
367013,468,56904,5.69,1953.756972,705,1
401336,469,85125,5.95,2206.900096,746,1
369305,470,92675,6.02,2047.577609,848,1
461089,471,80772,9.47,3730.778965,696,0
117651,472,99082,3.97,492.916446,681,1
469887,473,60812,4.82,2220.855026,652,0
254261,474,105470,5.83,1373.351139,596,0
176149,475,61885,9.41,1415.951606,806,1
411765,476,114124,7.76,2792.613878,791,1
168032,477,82982,9.46,1356.699301,615,0
248516,478,97297,5.4,1266.403291,640,0
252715,479,44923,9.33,2014.169805,656,0
329240,480,61444,8.23,2346.255891,737,1
269395,481,115746,3.13,983.6573418,759,1
356560,482,66728,5.05,1728.922067,753,1
465232,483,53224,4.3,2027.340489,787,1
449129,484,90679,9,3461.505088,648,0
268010,485,96896,3.37,1012.494578,814,1
403081,486,77617,4.4,1778.216613,843,1
327296,487,114225,4.74,1514.952746,802,1
495874,488,78850,3.26,1835.534306,806,1
472930,489,76515,6.52,2764.993504,759,1
469917,490,73412,4.88,2214.064455,697,1
291097,491,77579,3.8,1169.426317,843,1
287854,492,79749,4.79,1337.403498,822,1
147528,493,103273,7.63,981.1524658,787,1
421924,494,82443,6.95,2593.222455,698,1
101246,495,77602,6.98,624.2779818,755,1
141550,496,82968,6.47,820.1538074,707,1
276163,497,80230,8.47,2010.217266,804,1
291526,498,79602,4.92,1374.391808,627,0
475084,499,103860,8.41,3434.841992,799,1
325396,500,48546,4.36,1412.685081,848,1
261896,501,85339,9.1,2032.197392,848,1
347585,502,96351,6.49,2014.185945,606,0
183555,503,116798,8.43,1328.756313,752,1
264465,504,104010,5.33,1315.617185,648,0
318553,505,85863,6.64,1878.424426,682,1
267240,506,79513,8.34,1914.880701,777,1
368340,507,76402,4.63,1656.252925,793,1
396923,508,113797,7.14,2483.670946,734,1
197897,509,54243,4.79,909.6864243,703,1
320716,510,45280,4.13,1335.323655,825,1
150762,511,101407,3.43,561.5276521,764,1
288607,512,114047,3.86,1150.588181,687,1
457938,513,100950,4.73,2081.714922,842,1
440697,514,106900,7.54,2884.344575,757,1
306660,515,107541,8.88,2321.372564,599,0
364453,516,56179,6.25,2037.840044,830,1
104821,517,59825,3.92,420.2641224,829,1
250233,518,84799,8.73,1864.073596,779,1
130159,519,59272,7.57,853.7375863,704,1
419475,520,96603,3.73,1628.052867,748,1
347585,521,85699,3.57,1313.502935,654,0
184037,522,115400,9.41,1468.042705,844,1
224132,523,62516,8.43,1616.061508,595,0
142988,524,106554,9.11,1106.548101,653,0
293471,525,79817,3.33,1062.376459,832,1
407197,526,90255,3.41,1492.647617,835,1
304282,527,67985,9.01,2329.866893,846,1
178619,528,66656,6.59,1038.537861,755,1
461739,529,65774,8.81,3462.181465,814,0
306466,530,96275,7.49,1986.280113,686,1
156700,531,102061,4,629.9510878,622,0
443526,532,81120,4.16,1827.479959,723,1
159084,533,59962,6.65,930.5101302,724,1
293353,534,84050,4.03,1182.547269,681,1
357415,535,73061,7.78,2392.637306,712,1
161685,536,101951,9.43,1290.004228,819,1
195323,537,80777,5.46,973.7815116,656,0
477789,538,105881,9.35,3780.865218,812,1
202465,539,81509,8.92,1533.305988,787,1
116916,540,59022,3.65,441.2035834,815,1
120728,541,73317,3.12,415.9847689,717,1
264567,542,100508,5.54,1331.063839,783,1
349415,543,61267,8.83,2620.02253,760,0
348153,544,59468,5.82,1819.417933,594,0
228888,545,73521,6.78,1356.133757,687,1
240702,546,48112,9.27,1887.683411,748,1
253280,547,40368,5.95,1345.794836,829,1
494978,548,117385,5.27,2390.328473,848,1
169620,549,106485,8.2,1187.309006,649,0
198392,550,62093,7.6,1296.738645,643,0
158348,551,114082,6.42,894.4477881,756,1
430796,552,46548,3.19,1489.154292,719,1
164924,553,79211,4.9,752.4738671,669,0
473185,554,80478,9.46,3779.038629,716,0
331521,555,78294,6.6,1914.570749,738,1
226686,556,109007,8.81,1693.254691,593,0
408309,557,81684,9.05,3126.931679,715,1
198076,558,111095,4.35,827.9584165,594,0
408892,559,111913,7.54,2649.088799,733,1
104745,560,46478,4.31,434.5687448,711,1
168941,561,117912,5.29,813.7410519,809,1
276869,562,69918,4.51,1184.417613,615,0
153211,563,72101,3.72,575.7470059,663,0
246925,564,84236,8.84,1848.459536,585,0
497926,565,89884,9.25,3888.953716,733,0
454234,566,105538,6.11,2451.151935,685,1
472390,567,101377,8.37,3360.198505,637,0
128132,568,96374,5.18,605.5354543,599,0
170572,569,60075,3.7,636.3156678,770,1
141820,570,61830,4,556.1843125,693,1
226735,571,84751,4.04,894.6103936,786,1
224671,572,50020,7.54,1452.045485,785,1
322440,573,103788,9.19,2500.945415,662,0
474001,574,44217,6.92,2838.022511,780,0
223909,575,110735,6.18,1216.574454,661,0
313819,576,116751,7.98,2133.792524,798,1
173378,577,74770,8.94,1309.747303,615,0
361781,578,84284,6.98,2180.692423,791,1
284629,579,47101,7.86,1907.858778,692,1
415587,580,108959,8.32,2934.7558,595,0
415827,581,52101,3.44,1470.817406,615,0
362440,582,62625,5.78,1859.199099,837,1
130070,583,61461,9.07,995.4575714,722,1
253412,584,89553,3.87,964.3495303,620,0
122858,585,118750,3.36,427.2333506,671,0
193113,586,110314,6.88,1147.432544,610,0
372241,587,86240,3.87,1414.101982,805,1
304464,588,111530,7.68,1995.441181,751,1
331273,589,82811,6.66,1911.969031,659,0
207463,590,48366,6.91,1236.416188,612,0
175990,591,56187,7.89,1181.706275,699,1
471604,592,89609,4.27,1911.552997,650,0
416670,593,94786,5.73,2115.061259,624,0
382500,594,92485,8.12,2636.252428,736,1
408648,595,59979,3.3,1396.256737,679,0
316313,596,76862,7.97,2142.287029,584,0
326867,597,42366,5.61,1628.694197,771,1
206240,598,67017,3.95,789.5070237,612,0
111971,599,47855,7.22,692.7501411,850,1
416441,600,97004,8,2828.776524,656,0
403059,601,91638,7.31,2520.820997,789,1
327963,602,66808,6.05,1737.649453,671,0
258488,603,56693,6.76,1507.084795,674,0
421905,604,75133,4.45,1751.871443,754,1
150780,605,90766,3.66,546.4537263,834,1
482489,606,97923,3.78,1785.293487,636,0
471608,607,47759,6.45,2636.733528,627,0
182832,608,72731,3.48,640.3020933,584,0
383767,609,110618,5.14,1775.265023,672,0
462565,610,59707,7.97,3127.344878,685,0
131005,611,42063,6.59,745.6969438,697,1
435200,612,88211,3.8,1610.784079,647,0
414722,613,57659,7.09,2518.363851,730,0
426928,614,98473,4.51,1782.679909,586,0
260510,615,54703,4.22,1035.69301,757,1
200743,616,105986,4.16,789.5735708,717,1
102821,617,49082,4.68,440.9381634,747,1
419264,618,86913,8.69,3071.714002,747,1
394508,619,45714,6.05,2081.543079,782,0
298265,620,114053,8.4,2115.858667,767,1
131619,621,91167,6.3,718.8236214,843,1
252203,622,116820,8.41,1790.775479,666,0
104498,623,55398,7.88,698.0331584,779,1
199439,624,87006,7.81,1321.076916,693,1
255981,625,69203,8.89,1915.394444,752,1
165462,626,42477,6.54,932.8235033,810,1
208859,627,103538,5.2,969.4895462,686,1
210468,628,43758,6.21,1133.496628,822,1
393381,629,60819,6.84,2306.892484,612,0
177313,630,62959,4.38,719.6863077,767,1
377251,631,104642,7.52,2410.90372,582,0
233566,632,98936,3.47,805.2249783,845,1
321192,633,69032,6.5,1798.658077,757,1
456587,634,73478,8.4,3234.940301,838,0
364263,635,45833,4.36,1470.477824,755,1
450352,636,68993,5.29,2114.18216,839,1
295441,637,57077,7.25,1824.285797,760,1
434681,638,55770,4.03,1654.673591,732,1
370237,639,69762,4.89,1629.94297,685,1
479976,640,64105,6.29,2607.740491,790,1
365770,641,74728,6.23,1970.239114,676,0
132701,642,53759,8.23,921.5583382,647,0
256134,643,92601,9.46,2032.226548,690,1
298320,644,45749,4.58,1245.737883,699,1
354764,645,93553,4.79,1533.527698,645,0
226273,646,86298,6.29,1227.971097,599,0
319247,647,51162,7.26,1971.244217,755,1
204023,648,105739,5.68,1013.218046,805,1
378554,649,60414,7.99,2554.966319,619,0
190100,650,94490,8.83,1410.838714,804,1
401247,651,87576,5.63,1976.385444,629,0
114650,652,66209,5.97,593.7380293,691,1
131574,653,103596,4.26,518.3300993,839,1
169072,654,45952,8.12,1158.124111,691,1
163490,655,102653,7.81,1079.458219,772,1
303389,656,46118,7.44,1914.207334,736,1
250580,657,69426,4.77,1075.421473,625,0
337342,658,81597,3.77,1213.921223,615,0
442866,659,50089,5.76,2220.36996,601,0
264741,660,104017,3.45,895.8182375,704,1
210608,661,42640,9.02,1594.364387,670,0
187138,662,59582,9.31,1460.641079,588,0
184703,663,108999,9.23,1429.565114,674,0
248405,664,62092,6.02,1292.774707,780,1
339156,665,95734,8.94,2544.995675,677,0
226370,666,100262,7,1348.515262,785,1
228544,667,71480,5.49,1097.865857,661,0
425056,668,54366,8.12,2908.36305,700,0
416669,669,56914,6.62,2358.071397,729,1
232735,670,67900,8.07,1582.892101,672,0
431209,671,97513,7.32,2675.582068,616,0
371594,672,62062,5.22,1708.890485,789,1
257215,673,67728,5.47,1230.102996,605,0
252664,674,82899,8.15,1734.113852,741,1
109714,675,87425,3.48,370.6604192,810,1
494767,676,118063,9.05,3754.744428,695,1
344848,677,81284,9.44,2726.346634,596,0
425402,678,113493,3.19,1354.81979,635,0
100929,679,100316,3.79,361.218591,736,1
329867,680,55788,7.45,2078.830117,665,0
389626,681,93367,5.27,1802.268251,827,1
491005,682,89978,8.58,3538.136834,684,1
411114,683,104431,4.92,1795.335758,805,1
452550,684,86097,3.86,1637.779101,637,0
408243,685,112564,5.88,2073.252959,848,1
468861,686,115456,7.49,2968.035802,833,1
221809,687,109696,7.09,1333.82789,653,0
297473,688,47776,8.37,2092.404417,666,0
331320,689,81005,8.68,2413.374462,830,1
446170,690,118972,4.94,1951.351551,850,1
228610,691,101179,4.46,920.5874243,629,0
213760,692,52682,4.3,836.3462273,847,1
206442,693,83804,4.59,849.9514279,582,0
467425,694,84996,6.99,2771.980253,800,1
433096,695,98057,4.23,1671.548102,767,1
405408,696,114430,8.65,2942.159865,847,1
294041,697,71192,6.77,1692.42082,723,1
473726,698,44502,7.87,3139.608902,705,0
323794,699,40151,5.53,1554.651603,708,1
478630,700,43933,6.4,2615.870256,676,0
229841,701,92832,7.48,1451.295022,729,1
239766,702,63817,5.31,1111.041233,602,0
385539,703,87317,8.98,2900.471706,667,0
336736,704,96104,4.4,1336.298988,817,1
138341,705,66432,3.71,482.444758,687,1
166090,706,69490,3.74,582.3734271,597,0
442170,707,50138,5.32,2050.144612,754,1
303188,708,63035,5.67,1485.334946,724,1
143182,709,40779,4.04,531.0498926,825,1
482174,710,58611,7.24,2950.334582,785,0
399148,711,68691,7.64,2569.435746,821,1
421657,712,119083,4.47,1690.429404,606,0
179076,713,107682,7.35,1111.127145,700,1
271994,714,53764,9,2049.834836,790,1
208929,715,110077,6.74,1195.274536,627,0
355375,716,76509,3.62,1212.323997,654,0
292394,717,104340,8.87,2172.337772,841,1
116838,718,67687,3.78,411.0082284,624,0
137586,719,104187,4.31,534.7750838,581,0
284361,720,76269,6.04,1470.878794,762,1
120651,721,67540,5.94,614.7012818,616,0
311503,722,90506,3.01,934.4755648,779,1
155901,723,84819,5.93,792.8684216,633,0
181814,724,49055,7.67,1173.742221,620,0
435637,725,115395,6.53,2417.873395,676,0
388741,726,111488,3.37,1255.639056,774,1
128826,727,112746,7.97,862.6301961,830,1
323348,728,61026,7.01,1916.49335,795,1
449494,729,103428,3.66,1537.984816,752,1
340115,730,68223,6.43,1860.057736,722,1
298972,731,106821,7.55,1900.427525,696,1
285348,732,73924,6.81,1645.489092,839,1
188831,733,49856,7.52,1195.612442,716,1
485724,734,80639,3.67,1662.217076,701,1
482366,735,113409,5.45,2272.02217,606,0
499187,736,94387,5.18,2249.280091,768,1
231234,737,101852,3.61,780.976493,626,0
350054,738,97830,5.65,1701.290569,797,1
311619,739,93194,8.92,2326.135258,773,1
232264,740,114564,6.08,1205.442276,633,0
450211,741,59936,6.66,2540.728067,699,0
490359,742,53161,5.16,2199.675358,668,0
361724,743,80063,4.92,1557.569178,779,1
269610,744,67202,5.47,1272.12518,640,0
409719,745,96110,5.67,1995.47135,788,1
465075,746,101515,4.24,1770.741599,611,0
369140,747,108553,4.12,1373.528289,832,1
341109,748,46028,5.89,1718.386776,847,1
130624,749,79822,3.77,453.66813,593,0
117255,750,92578,8.39,824.2403515,585,0
461854,751,70121,3.77,1603.000219,789,1
101151,752,41209,8.73,739.045529,807,1
278677,753,81724,6.55,1546.773097,719,1
368300,754,42749,3.05,1098.048565,829,1
243668,755,102983,5.51,1155.194268,632,0
323916,756,118243,7.69,2092.486044,633,0
228364,757,90513,6.97,1343.167575,590,0
102980,758,62935,3.91,366.6900878,728,1
347160,759,99675,3.58,1156.228988,776,1
392236,760,83149,9.36,3067.802959,819,1
165920,761,77070,5.02,724.3139733,752,1
144392,762,65540,4.9,617.2647062,588,0
470179,763,57865,7.65,3021.072312,647,0
214251,764,84439,3.52,703.5326228,733,1
180758,765,92171,9.27,1400.241954,615,0
241660,766,86745,9.48,1913.728422,618,0
181526,767,115275,6.71,1029.326281,590,0
210615,768,92413,7.63,1349.539303,844,1
359435,769,68763,8.22,2475.122022,780,1
447748,770,94298,3.38,1424.488642,677,0
171510,771,94348,4.42,671.1520337,794,1
255279,772,76795,6.41,1386.297975,695,1
100803,773,93115,6.95,590.6187656,611,0
335580,774,96180,9.07,2543.913538,838,1
430337,775,42717,3.67,1452.343718,715,1
399124,776,76149,9.04,3015.648042,590,0
495185,777,43571,7.64,3175.598351,693,0
153337,778,83693,7.01,905.489892,682,1
254512,779,63835,9.23,1962.640129,581,0
150363,780,74309,4.64,611.5419834,665,0
116751,781,93061,9.26,903.1592521,792,1
194634,782,119132,4.83,818.7980685,685,1
284036,783,96687,9.34,2215.864247,596,0
389554,784,87773,3.24,1196.256077,804,1
318565,785,86487,4.31,1217.134639,588,0
449021,786,117689,3.78,1544.822546,753,1
336720,787,112810,4.43,1315.438222,658,0
331801,788,63353,5.68,1609.487401,836,1
363177,789,91918,8.48,2576.406637,818,1
468721,790,74177,6.87,2713.273953,673,0
136447,791,68151,3.62,453.47596,687,1
298490,792,53189,6.62,1668.044682,726,1
435359,793,68919,9.17,3334.83588,656,0
119850,794,116021,7.56,760.2470808,809,1
388440,795,62993,6.84,2238.516577,731,1
197135,796,71221,5.03,857.0118011,616,0
316931,797,79705,6.44,1725.084378,790,1
150012,798,61804,5.74,733.843234,635,0
465051,799,61196,6.71,2630.973855,633,0
406929,800,103947,5.24,1833.072964,811,1
355983,801,55319,9.35,2779.246442,740,0
468861,802,102808,3.94,1659.144795,695,1
145558,803,59933,7.42,906.4548807,729,1
472547,804,84822,6.38,2548.244229,609,0
405323,805,88544,3.44,1290.773723,704,1
260108,806,111006,9.22,2002.688343,780,1
232582,807,97928,4.98,1000.598375,786,1
409189,808,83998,4.17,1513.711083,829,1
234821,809,80079,5.18,1045.709567,634,0
427128,810,96275,4.91,1814.075091,787,1
276044,811,114922,3.41,871.7056487,583,0
417318,812,69691,4.33,1591.242174,631,0
342205,813,85117,6.93,1994.713817,686,1
412133,814,99870,5.55,1951.737791,720,1
391415,815,65164,3.77,1333.118921,615,0
336295,816,110671,7.61,2145.005744,628,0
408476,817,59388,9.13,3114.189298,743,0
468359,818,97688,4.11,1708.340238,717,1
175372,819,103236,3.21,528.3788574,702,1
131977,820,59917,3.16,393.0241241,714,1
406369,821,90003,9.4,3188.489427,799,1
447657,822,119771,4.78,1853.777986,658,0
101225,823,68938,3.03,292.273177,656,0
346454,824,83627,8.44,2444.312723,766,1
242309,825,97496,3.6,794.000511,715,1
196138,826,91041,3.03,565.7094461,631,0
213889,827,102071,6.86,1233.795369,815,1
315035,828,104936,4.45,1225.43635,633,0
113443,829,47926,6.77,646.1006927,809,1
354410,830,78434,9.15,2707.324196,768,1
173291,831,74620,4.13,632.8286561,589,0
368357,832,61271,6.3,1958.992931,786,1
483014,833,111628,3.85,1665.188324,847,1
133030,834,63361,4.13,485.4984699,806,1
366455,835,65418,5.98,1855.394714,849,1
398361,836,93956,5.75,1944.562243,599,0
274131,837,86560,7.69,1765.131964,646,0
279313,838,77234,4.03,998.1454492,814,1
221131,839,95262,6.53,1216.131486,755,1
388985,840,111443,6.16,2024.2289,637,0
185704,841,115707,4.66,749.9527322,832,1
287093,842,60687,4.15,1050.254719,772,1
132261,843,108441,3.22,396.2943869,666,0
355511,844,105278,8.35,2480.890953,709,1
129383,845,80427,5.83,639.2288342,713,1
105789,846,106334,5.62,505.1438543,693,1
113537,847,93168,6.12,586.9333811,669,0
487093,848,110824,7.51,3063.829283,750,1
150144,849,103404,6.49,820.4482789,794,1
201749,850,108704,8.92,1502.440429,795,1
265581,851,65695,3.96,932.9413291,615,0
116965,852,48601,7.97,779.6124264,612,0
480009,853,116718,5.05,2077.833015,597,0
404836,854,106870,6.25,2133.782239,789,1
146737,855,72382,9.25,1132.692909,737,1
470354,856,66045,8.15,3204.246867,641,0
309008,857,107797,4.49,1205.305169,759,1
386480,858,105526,5.14,1698.821764,672,0
363628,859,43388,4.45,1406.989794,748,1
372153,860,109266,6.62,2071.302686,821,1
173487,861,65954,6.53,952.966935,717,1
367731,862,107896,5.45,1704.403803,694,1
149057,863,72476,8.48,1055.758946,656,0
315706,864,102353,6.41,1703.469331,820,1
163320,865,52353,4.01,578.0230276,834,1
379523,866,103409,5.28,1708.033292,818,1
329859,867,90101,5.83,1626.91332,850,1
159975,868,69133,6.83,917.1765218,754,1
428230,869,77739,3.77,1439.640729,798,1
283856,870,100897,8.07,1914.550148,637,0
298746,871,98449,3.24,891.788344,695,1
294538,872,47049,4.59,1168.471352,589,0
394120,873,95011,7.86,2590.156871,686,1
350161,874,104777,5.84,1728.948508,675,0
119956,875,84256,4.74,489.3702436,638,0
404717,876,119571,4.28,1510.256601,738,1
135567,877,62627,5.89,674.6159546,658,0
333818,878,57431,6.54,1834.835439,845,1
242675,879,98603,6.49,1324.024572,645,0
396511,880,59413,7.67,2543.70899,774,0
223954,881,54029,6.33,1192.935405,716,1
274652,882,66986,8.12,1863.343352,605,0
376926,883,97218,6.28,1992.427843,810,1
312968,884,85961,8.16,2133.519456,695,1
441848,885,42291,3.38,1357.14419,701,1
170313,886,80130,7.44,1060.378316,731,1
453156,887,83435,5.99,2289.651901,599,0
406486,888,118700,4.75,1658.693111,600,0
144066,889,113629,4.21,528.9416007,602,0
235948,890,117381,6.7,1326.723957,799,1
387560,891,93584,5.2,1715.842397,717,1
317259,892,99408,8.13,2154.649546,718,1
192411,893,83224,4.46,742.1514746,827,1
282859,894,66968,6.17,1469.361592,615,0
107355,895,74302,6.92,622.705052,796,1
248765,896,75642,3.57,795.6379867,732,1
239955,897,79257,6.17,1246.292917,747,1
414655,898,60915,7.96,2757.824855,773,0
306853,899,58984,7.39,1897.308222,813,1
421491,900,65923,5.89,2094.359943,666,0
367549,901,111066,8.69,2665.670088,759,1
155458,902,72763,6.79,885.0866648,731,1
145045,903,119502,9.21,1114.338834,633,0
384612,904,40206,5.09,1667.733888,660,0
419390,905,100532,5.43,1930.182672,605,0
308606,906,49393,7.42,1915.404787,714,1
363609,907,107891,5.88,1803.093112,613,0
484166,908,80639,6.78,2752.054093,780,1
330746,909,70029,3.01,924.4400469,741,1
146669,910,110650,4.53,572.2308644,619,0
137627,911,89229,3.56,437.7531195,746,1
119634,912,100930,6.28,631.4917945,840,1
217994,913,119809,9.4,1708.996373,783,1
409026,914,40329,8.47,2891.710865,806,0
367491,915,99578,5.1,1594.752931,609,0
226893,916,114065,6.13,1170.040412,777,1
473578,917,117697,9.07,3583.053576,752,1
145860,918,52037,3.83,491.9281719,717,1
401247,919,113922,5.87,1985.164646,634,0
381534,920,56788,3.99,1331.407536,734,1
233327,921,69925,3.59,745.6464687,812,1
449908,922,101293,9.32,3497.076693,714,1
173752,923,55128,4.45,666.2006432,793,1
398621,924,112301,5.94,1993.982671,659,0
186319,925,103009,4.59,734.1549505,817,1
292966,926,95677,6.06,1493.553033,679,0
286868,927,79915,8.61,2061.005636,666,0
339413,928,65411,6.73,1914.207289,830,1
345348,929,86842,8.81,2538.26973,733,1
111406,930,62485,9.5,882.54071,722,1
404279,931,49154,3.04,1131.484903,685,1
357989,932,100768,7.22,2161.969596,590,0
370418,933,113323,4.95,1561.513001,743,1
207137,934,44182,7.81,1351.273937,673,0
281496,935,71564,4.19,1022.167989,751,1
439507,936,80534,5.36,1993.895568,654,0
384702,937,90703,5.71,1852.215217,611,0
345257,938,41857,6.7,1938.137848,669,0
239616,939,110605,6.51,1308.050255,594,0
487476,940,61453,8.83,3590.660371,590,0
190616,941,97788,7.41,1180.654095,653,0
388795,942,99925,4.6,1532.071594,801,1
384052,943,96788,8.5,2723.871867,580,0
305016,944,82799,5.58,1436.325223,785,1
337727,945,90447,5.75,1636.13914,599,0
175837,946,49320,9.11,1335.939618,661,0
146563,947,69354,3.76,484.258641,791,1
275916,948,117523,8.32,1915.757028,590,0
236713,949,112987,4.2,859.7103722,638,0
398661,950,66789,5.68,1908.49452,637,0
210922,951,101659,3.75,694.8793506,677,0
486872,952,113969,5.8,2377.345506,595,0
263019,953,90472,6.38,1407.374409,775,1
492392,954,101137,5.86,2427.78914,620,0
376632,955,50907,6.55,2067.203597,817,1
243310,956,113605,4.24,890.252271,658,0
246107,957,96607,6.4,1320.700006,623,0
285621,958,76533,9.08,2162.779129,688,1
235605,959,98666,3.55,740.5771681,669,0
415328,960,62106,7.25,2517.027921,777,1
137482,961,59784,6.94,798.2329619,739,1
163926,962,104688,8.53,1166.521796,773,1
376638,963,54587,7.7,2421.878632,748,0
461573,964,88777,5.22,2038.900672,744,1
227598,965,90874,8.31,1578.1388,620,0
468763,966,113820,4.3,1734.505288,652,0
415200,967,119411,4.64,1644.830967,756,1
316693,968,103631,7.13,1887.786423,580,0
114104,969,96238,9.24,879.1208667,585,0
374202,970,96650,4.61,1473.288802,670,0
415143,971,86330,7.04,2443.84875,668,0
104022,972,78009,8.93,774.6716509,682,1
461789,973,45961,7.8,3007.128273,647,0
251139,974,65070,7.73,1620.870057,721,1
116084,975,71170,9.1,880.8607967,809,1
258021,976,83782,3.74,844.6868282,618,0
143218,977,104938,7.1,850.0422537,727,1
455295,978,62167,8.87,3367.897112,631,0
119231,979,40873,3.51,369.9500753,738,1
369306,980,105601,6.83,2110.071457,627,0
395408,981,93678,9.06,2987.195585,667,0
457386,982,101973,8.15,3110.450858,615,0
483962,983,93720,6.88,2784.811711,589,0
255815,984,118417,6.62,1417.562884,640,0
211227,985,66433,8.58,1511.627304,811,1
427153,986,59424,7.04,2513.82539,684,0
125393,987,79735,4.03,437.0862356,708,1
308778,988,56734,5.57,1448.16445,627,0
239165,989,87086,4.21,866.1951359,798,1
315245,990,91792,8.32,2188.039359,820,1
417965,991,51439,8.15,2842.150252,795,0
487892,992,103826,4.95,2047.040975,645,0
255688,993,105858,8.44,1800.047944,676,0
288676,994,94438,3.57,906.1056949,705,1
123091,995,92497,9.28,952.3503148,779,1
242845,996,78989,6.39,1299.704858,829,1
365412,997,114387,6.22,1905.05146,848,1
271507,998,102351,6.77,1537.354745,717,1
122475,999,97313,8.39,857.1175606,796,1
364669,1000,84671,9.01,2739.601807,837,1
142764,1001,118056,8.43,1003.825685,597,0
108433,1002,40998,5.93,539.7035928,707,1
220381,1003,113081,3.87,740.0174763,820,1
177561,1004,63026,9.23,1366.363169,838,1
443863,1005,119391,4.41,1673.119763,795,1
443022,1006,83858,4.01,1533.920522,822,1
107890,1007,100875,6.78,611.6800434,754,1
298692,1008,111907,8.31,2070.414326,670,0
194504,1009,72582,4.48,743.4602001,731,1
354462,1010,111626,4.45,1346.496425,759,1
357621,1011,59137,5.07,1532.538152,699,1
215182,1012,62646,9.29,1666.547164,723,1
481797,1013,50558,7.28,2929.29702,589,0
301654,1014,77476,7.32,1843.958644,718,1
127844,1015,92966,8.84,942.3321758,798,1
304661,1016,99856,3.52,941.7002021,840,1
165430,1017,111225,3.98,568.268236,734,1
414060,1018,83406,4.19,1488.590383,713,1
293672,1019,94503,5.6,1382.499003,752,1
359703,1020,77922,7.28,2186.774439,623,0
181023,1021,40566,8.46,1277.19198,674,0
245829,1022,41713,7.17,1472.169083,726,1
186698,1023,59110,8.31,1293.995062,641,0
347491,1024,114347,8.05,2333.566698,689,1
383159,1025,100860,6.25,2005.385767,765,1
267878,1026,106300,9.24,2063.448956,729,1
203561,1027,106631,9.45,1603.551538,585,0
285297,1028,100236,5.49,1317.306759,650,0
109818,1029,93907,9.31,852.3044704,730,1
180957,1030,110305,3.81,597.3539819,812,1
363170,1031,56681,3.34,1071.862765,622,0
325157,1032,63580,4.94,1358.136739,784,1
380638,1033,50431,4.39,1425.285477,828,1
329165,1034,82219,4.44,1245.250541,659,0
328820,1035,81387,6.45,1774.31732,592,0
365698,1036,65119,6.64,2030.209231,672,0
275766,1037,58852,5.14,1195.407208,785,1
270716,1038,106429,6.74,1525.075556,828,1
409047,1039,101917,7.17,2449.07826,836,1
391040,1040,51282,6.22,2036.304195,808,1
470043,1041,77311,8.71,3413.563467,596,0
